,Comments,Tokens,Filtered Tokens,Stemmed Filtered Tokens,Lemmatized Filtered Tokens,Afinn Score of Lem,Afinn Overall Score of Lem,Afinn Sentiment,Bing Positive Tokens,Bing Positive count,Bing Negative Tokens,Bing Negative count,Bing Score,Bing Sentiment,Unknown Tokens
594,nice app and very fast loan approved but i paid delayed only one day. they stopped my loan.. really i know that's my mistakes truly i forget to paid before due date.. still now they not unblock .. that's only minus... otherwise good service,"['nice', 'app', 'and', 'very', 'fast', 'loan', 'approved', 'but', 'i', 'paid', 'delayed', 'only', 'one', 'day', 'they', 'stopped', 'my', 'loan', 'really', 'i', 'know', 'that', 's', 'my', 'mistakes', 'truly', 'i', 'forget', 'to', 'paid', 'before', 'due', 'date', 'still', 'now', 'they', 'not', 'unblock', 'that', 's', 'only', 'minus', 'otherwise', 'good', 'service']","['approved', 'paid', 'delayed', 'stopped', 'mistakes', 'truly', 'forget', 'paid', 'unblock', 'minus', 'service']","['approv', 'paid', 'delay', 'stop', 'mistak', 'truli', 'forget', 'paid', 'unblock', 'minus', 'servic']","['approve', 'pay', 'delay', 'stop', 'mistake', 'truly', 'forget', 'pay', 'unblock', 'minus', 'service']","[0.0, -1.0, -1.0, -1.0, -2.0, 0.0, -1.0, -1.0, 0.0, 0.0, 0.0]",[-7.0],negative,['approve'],1,"['delay', 'mistake']",2,-1,negative,"['pay', 'stop', 'truly', 'forget', 'pay', 'unblock', 'minus', 'service']"
595,"this a nice app for the people who are in need of instant money. though the processing fees and the interest rate is a bit high for 15 days duration, still, the process is fast and convenient.","['this', 'a', 'nice', 'app', 'for', 'the', 'people', 'who', 'are', 'in', 'need', 'of', 'instant', 'money', 'though', 'the', 'processing', 'fees', 'and', 'the', 'interest', 'rate', 'is', 'a', 'bit', 'high', 'for', '15', 'days', 'duration', 'still', 'the', 'process', 'is', 'fast', 'and', 'convenient']","['people', 'processing', 'fees', 'interest', 'rate', 'bit', 'days', 'duration', 'process', 'convenient']","['peopl', 'process', 'fee', 'interest', 'rate', 'bit', 'day', 'durat', 'process', 'conveni']","['people', 'process', 'fee', 'interest', 'rate', 'bite', 'days', 'duration', 'process', 'convenient']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[1.0],positive,['convenient'],1,[],0,1,positive,"['people', 'process', 'fee', 'interest', 'rate', 'bite', 'days', 'duration', 'process']"
596,"yes! kissht is a new technology platform that helps on-line shoppers split the cost of big purchases over 212m, easily and quickly with minimal paperwork and hassle.","['yes', 'kissht', 'is', 'a', 'new', 'technology', 'platform', 'that', 'helps', 'on', 'line', 'shoppers', 'split', 'the', 'cost', 'of', 'big', 'purchases', 'over', '212m', 'easily', 'and', 'quickly', 'with', 'minimal', 'paperwork', 'and', 'hassle']","['technology', 'platform', 'helps', 'shoppers', 'split', 'cost', 'purchases', '212m', 'easily', 'quickly', 'minimal', 'paperwork', 'hassle']","['technolog', 'platform', 'help', 'shopper', 'split', 'cost', 'purchas', '212m', 'easili', 'quick', 'minim', 'paperwork', 'hassl']","['technology', 'platform', 'help', 'shoppers', 'split', 'cost', 'purchase', '212m', 'easily', 'quickly', 'minimal', 'paperwork', 'hassle']","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[2.0],positive,[],0,"['split', 'hassle']",2,-2,negative,"['technology', 'platform', 'help', 'shoppers', 'cost', 'purchase', '212m', 'easily', 'quickly', 'minimal', 'paperwork']"
597,received 48 k within 5 minutes. the support team is very helpful and guided at each step... wonderful experience nice app,"['received', '48', 'k', 'within', '5', 'minutes', 'the', 'support', 'team', 'is', 'very', 'helpful', 'and', 'guided', 'at', 'each', 'step', 'wonderful', 'experience', 'nice', 'app']","['received', '48', 'minutes', 'support', 'team', 'guided', 'step', 'experience']","['receiv', '48', 'minut', 'support', 'team', 'guid', 'step', 'experi']","['receive', '48', 'minutes', 'support', 'team', 'guide', 'step', 'experience']","[0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]",[2.0],positive,['support'],1,[],0,1,positive,"['receive', '48', 'minutes', 'team', 'guide', 'step', 'experience']"
598,a brilliant way to get immediate payment a d settlement without any hidden cost.thanks to the developers.,"['a', 'brilliant', 'way', 'to', 'get', 'immediate', 'payment', 'a', 'd', 'settlement', 'without', 'any', 'hidden', 'cost', 'thanks', 'to', 'the', 'developers']","['brilliant', 'immediate', 'payment', 'settlement', 'hidden', 'cost', 'developers']","['brilliant', 'immedi', 'payment', 'settlement', 'hidden', 'cost', 'develop']","['brilliant', 'immediate', 'payment', 'settlement', 'hide', 'cost', 'developers']","[4.0, 0.0, 0.0, 1.0, -1.0, 0.0, 0.0]",[4.0],positive,['brilliant'],1,[],0,1,positive,"['immediate', 'payment', 'settlement', 'hide', 'cost', 'developers']"
599,must say the customer support is too good. they explain every aspect of the loan.,"['must', 'say', 'the', 'customer', 'support', 'is', 'too', 'good', 'they', 'explain', 'every', 'aspect', 'of', 'the', 'loan']","['customer', 'support', 'explain', 'aspect']","['custom', 'support', 'explain', 'aspect']","['customer', 'support', 'explain', 'aspect']","[0.0, 2.0, 0.0, 0.0]",[2.0],positive,['support'],1,[],0,1,positive,"['customer', 'explain', 'aspect']"
600,"i used your service only once. at the same time, i felt very beneficial from philipcard. but that service of you was stopped. don't know what was the reason. i have not yet found its serial. neither from your company nor from flipkart i would like. you should pay attention to this matter and this service is beneficial for many people.","['i', 'used', 'your', 'service', 'only', 'once', 'at', 'the', 'same', 'time', 'i', 'felt', 'very', 'beneficial', 'from', 'philipcard', 'but', 'that', 'service', 'of', 'you', 'was', 'stopped', 'don', 't', 'know', 'what', 'was', 'the', 'reason', 'i', 'have', 'not', 'yet', 'found', 'its', 'serial', 'neither', 'from', 'your', 'company', 'nor', 'from', 'flipkart', 'i', 'would', 'like', 'you', 'should', 'pay', 'attention', 'to', 'this', 'matter', 'and', 'this', 'service', 'is', 'beneficial', 'for', 'many', 'people']","['service', 'beneficial', 'philipcard', 'service', 'stopped', 'reason', 'serial', 'flipkart', 'attention', 'matter', 'service', 'beneficial', 'people']","['servic', 'benefici', 'philipcard', 'servic', 'stop', 'reason', 'serial', 'flipkart', 'attent', 'matter', 'servic', 'benefici', 'peopl']","['service', 'beneficial', 'philipcard', 'service', 'stop', 'reason', 'serial', 'flipkart', 'attention', 'matter', 'service', 'beneficial', 'people']","[0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",[0.0],neutral,"['beneficial', 'beneficial']",2,[],0,2,positive,"['service', 'philipcard', 'service', 'stop', 'reason', 'serial', 'flipkart', 'attention', 'matter', 'service', 'people']"
601,the best and helpful payment gateway service. now i am just waiting for them to work with wix. i love instamojo. keep it up team,"['the', 'best', 'and', 'helpful', 'payment', 'gateway', 'service', 'now', 'i', 'am', 'just', 'waiting', 'for', 'them', 'to', 'work', 'with', 'wix', 'i', 'love', 'instamojo', 'keep', 'it', 'up', 'team']","['payment', 'gateway', 'service', 'waiting', 'wix', 'team']","['payment', 'gateway', 'servic', 'wait', 'wix', 'team']","['payment', 'gateway', 'service', 'wait', 'wix', 'team']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['payment', 'gateway', 'service', 'wait', 'wix', 'team']"
602,very good app. interest is as bank rate. loan disbursed within 3 to 5 days. i like it very much.,"['very', 'good', 'app', 'interest', 'is', 'as', 'bank', 'rate', 'loan', 'disbursed', 'within', '3', 'to', '5', 'days', 'i', 'like', 'it', 'very', 'much']","['interest', 'bank', 'rate', 'disbursed', 'days']","['interest', 'bank', 'rate', 'disburs', 'day']","['interest', 'bank', 'rate', 'disburse', 'days']","[1.0, 0.0, 0.0, 0.0, 0.0]",[1.0],positive,[],0,[],0,0,neutral,"['interest', 'bank', 'rate', 'disburse', 'days']"
603,"worest exp, cvd is part of my life, but they snd message we change flatform name as prefr credit,and send link also but wen i'm trying to install it show a msg like ""error....please install mi credit"" . strange is it will also not worked...,please help me how to install bcoz my previous loan is ready to close and need topop","['worest', 'exp', 'cvd', 'is', 'part', 'of', 'my', 'life', 'but', 'they', 'snd', 'message', 'we', 'change', 'flatform', 'name', 'as', 'prefr', 'credit', 'and', 'send', 'link', 'also', 'but', 'wen', 'i', 'm', 'trying', 'to', 'install', 'it', 'show', 'a', 'msg', 'like', 'error', 'please', 'install', 'mi', 'credit', 'strange', 'is', 'it', 'will', 'also', 'not', 'worked', 'please', 'help', 'me', 'how', 'to', 'install', 'bcoz', 'my', 'previous', 'loan', 'is', 'ready', 'to', 'close', 'and', 'need', 'topop']","['worest', 'exp', 'cvd', 'life', 'snd', 'message', 'change', 'flatform', 'credit', 'send', 'link', 'wen', 'install', 'msg', 'error', 'install', 'mi', 'credit', 'strange', 'help', 'install', 'previous', 'ready', 'topop']","['worest', 'exp', 'cvd', 'life', 'snd', 'messag', 'chang', 'flatform', 'credit', 'send', 'link', 'wen', 'instal', 'msg', 'error', 'instal', 'mi', 'credit', 'strang', 'help', 'instal', 'previous', 'readi', 'topop']","['worest', 'exp', 'cvd', 'life', 'snd', 'message', 'change', 'flatform', 'credit', 'send', 'link', 'wen', 'install', 'msg', 'error', 'install', 'mi', 'credit', 'strange', 'help', 'install', 'previous', 'ready', 'topop']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, 0.0, 0.0, 0.0, -1.0, 2.0, 0.0, 0.0, 0.0, 0.0]",[-1.0],negative,['ready'],1,"['error', 'strange']",2,-1,negative,"['worest', 'exp', 'cvd', 'life', 'snd', 'message', 'change', 'flatform', 'credit', 'send', 'link', 'wen', 'install', 'msg', 'install', 'mi', 'credit', 'help', 'install', 'previous', 'topop']"
604,this is very good app in lone emergency lone thank u rapidrupee,"['this', 'is', 'very', 'good', 'app', 'in', 'lone', 'emergency', 'lone', 'thank', 'u', 'rapidrupee']",['emergency'],['emerg'],['emergency'],[-2.0],[-2.0],negative,[],0,['emergency'],1,-1,negative,[]
605,"i am not believe it the eapitrupee instant loan apps, thankyou,","['i', 'am', 'not', 'believe', 'it', 'the', 'eapitrupee', 'instant', 'loan', 'apps', 'thankyou']","['eapitrupee', 'apps']","['eapitrupe', 'app']","['eapitrupee', 'apps']","[0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['eapitrupee', 'apps']"
606,"i have taken back 3 stars from my earlier review for the following reasons: initally i used to get a cash limit of 25000 and multiple repayment options, this was stopped and revolving credit line was started with very less credit amount and tenure of 15 days and today when i was need to cash for 3500 credit i am being charged 1110 as interest only for 15 days. issue resolved","['i', 'have', 'taken', 'back', '3', 'stars', 'from', 'my', 'earlier', 'review', 'for', 'the', 'following', 'reasons', 'initally', 'i', 'used', 'to', 'get', 'a', 'cash', 'limit', 'of', '25000', 'and', 'multiple', 'repayment', 'options', 'this', 'was', 'stopped', 'and', 'revolving', 'credit', 'line', 'was', 'started', 'with', 'very', 'less', 'credit', 'amount', 'and', 'tenure', 'of', '15', 'days', 'and', 'today', 'when', 'i', 'was', 'need', 'to', 'cash', 'for', '3500', 'credit', 'i', 'am', 'being', 'charged', '1110', 'as', 'interest', 'only', 'for', '15', 'days', 'issue', 'resolved']","['stars', 'earlier', 'review', 'reasons', 'initally', 'cash', 'limit', '25000', 'multiple', 'repayment', 'options', 'stopped', 'revolving', 'credit', 'started', 'credit', 'amount', 'tenure', 'days', 'cash', '3500', 'credit', 'charged', '1110', 'interest', 'days', 'issue', 'resolved']","['star', 'earlier', 'review', 'reason', 'init', 'cash', 'limit', '25000', 'multipl', 'repay', 'option', 'stop', 'revolv', 'credit', 'start', 'credit', 'amount', 'tenur', 'day', 'cash', '3500', 'credit', 'charg', '1110', 'interest', 'day', 'issu', 'resolv']","['star', 'earlier', 'review', 'reason', 'initally', 'cash', 'limit', '25000', 'multiple', 'repayment', 'options', 'stop', 'revolve', 'credit', 'start', 'credit', 'amount', 'tenure', 'days', 'cash', '3500', 'credit', 'charge', '1110', 'interest', 'days', 'issue', 'resolve']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0]",[2.0],positive,[],0,"['limit', 'issue']",2,-2,negative,"['star', 'earlier', 'review', 'reason', 'initally', 'cash', '25000', 'multiple', 'repayment', 'options', 'stop', 'revolve', 'credit', 'start', 'credit', 'amount', 'tenure', 'days', 'cash', '3500', 'credit', 'charge', '1110', 'interest', 'days', 'resolve']"
607,best app for instant credit . instantly checks the eligibility and disburse the loan amount into your bank account . i uploaded the documents and within 1 min it gaved me the credit amount and directly transferred the amount to my bank account. easy to use app.,"['best', 'app', 'for', 'instant', 'credit', 'instantly', 'checks', 'the', 'eligibility', 'and', 'disburse', 'the', 'loan', 'amount', 'into', 'your', 'bank', 'account', 'i', 'uploaded', 'the', 'documents', 'and', 'within', '1', 'min', 'it', 'gaved', 'me', 'the', 'credit', 'amount', 'and', 'directly', 'transferred', 'the', 'amount', 'to', 'my', 'bank', 'account', 'easy', 'to', 'use', 'app']","['credit', 'instantly', 'checks', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'uploaded', 'documents', 'gaved', 'credit', 'amount', 'transferred', 'amount', 'bank', 'account']","['credit', 'instant', 'check', 'elig', 'disburs', 'amount', 'bank', 'account', 'upload', 'document', 'gave', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']","['credit', 'instantly', 'check', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'upload', 'document', 'gaved', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,['instantly'],1,[],0,1,positive,"['credit', 'check', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'upload', 'document', 'gaved', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']"
608,"very good app, whenever required money we can apply for loan, but due to lock down and corona got break down for emi payments other superb experience for getting loans repayment also.thanks,nice app..","['very', 'good', 'app', 'whenever', 'required', 'money', 'we', 'can', 'apply', 'for', 'loan', 'but', 'due', 'to', 'lock', 'down', 'and', 'corona', 'got', 'break', 'down', 'for', 'emi', 'payments', 'other', 'superb', 'experience', 'for', 'getting', 'loans', 'repayment', 'also', 'thanks', 'nice', 'app']","['required', 'apply', 'lock', 'corona', 'break', 'emi', 'payments', 'experience', 'loans', 'repayment']","['requir', 'appli', 'lock', 'corona', 'break', 'emi', 'payment', 'experi', 'loan', 'repay']","['require', 'apply', 'lock', 'corona', 'break', 'emi', 'payments', 'experience', 'loan', 'repayment']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,['break'],1,-1,negative,"['require', 'apply', 'lock', 'corona', 'emi', 'payments', 'experience', 'loan', 'repayment']"
609,"such a wonderful experience with this app. it's sanctioned the loan within a minutes and disbursed amount quickly within seconds. so, i recommend this app for anyone in their emergency situation.","['such', 'a', 'wonderful', 'experience', 'with', 'this', 'app', 'it', 's', 'sanctioned', 'the', 'loan', 'within', 'a', 'minutes', 'and', 'disbursed', 'amount', 'quickly', 'within', 'seconds', 'so', 'i', 'recommend', 'this', 'app', 'for', 'anyone', 'in', 'their', 'emergency', 'situation']","['experience', 'sanctioned', 'minutes', 'disbursed', 'amount', 'quickly', 'recommend', 'emergency', 'situation']","['experi', 'sanction', 'minut', 'disburs', 'amount', 'quick', 'recommend', 'emerg', 'situat']","['experience', 'sanction', 'minutes', 'disburse', 'amount', 'quickly', 'recommend', 'emergency', 'situation']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, -2.0, 0.0]",[0.0],neutral,['recommend'],1,['emergency'],1,0,neutral,"['experience', 'sanction', 'minutes', 'disburse', 'amount', 'quickly', 'situation']"
610,best for a me i can sell my medical notes etc easily with easy payment options,"['best', 'for', 'a', 'me', 'i', 'can', 'sell', 'my', 'medical', 'notes', 'etc', 'easily', 'with', 'easy', 'payment', 'options']","['sell', 'medical', 'notes', 'easily', 'payment', 'options']","['sell', 'medic', 'note', 'easili', 'payment', 'option']","['sell', 'medical', 'note', 'easily', 'payment', 'options']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['sell', 'medical', 'note', 'easily', 'payment', 'options']"
611,genuine app but loan amount approved very less may be because of first time...but not fake,"['genuine', 'app', 'but', 'loan', 'amount', 'approved', 'very', 'less', 'may', 'be', 'because', 'of', 'first', 'time', 'but', 'not', 'fake']","['genuine', 'amount', 'approved']","['genuin', 'amount', 'approv']","['genuine', 'amount', 'approve']","[0.0, 0.0, 0.0]",[0.0],neutral,"['genuine', 'approve']",2,[],0,2,positive,['amount']
612,nice instant loan app & quick approve but interest is very high .,"['nice', 'instant', 'loan', 'app', 'quick', 'approve', 'but', 'interest', 'is', 'very', 'high']","['approve', 'interest']","['approv', 'interest']","['approve', 'interest']","[0.0, 1.0]",[1.0],positive,['approve'],1,[],0,1,positive,['interest']
613,this good and nice for 30 days period i recommended this app,"['this', 'good', 'and', 'nice', 'for', '30', 'days', 'period', 'i', 'recommended', 'this', 'app']","['30', 'days', 'period', 'recommended']","['30', 'day', 'period', 'recommend']","['30', 'days', 'period', 'recommend']","[0.0, 0.0, 0.0, 2.0]",[2.0],positive,['recommend'],1,[],0,1,positive,"['30', 'days', 'period']"
614,"very nice app. account details, like loans and emi repayments details are shown in the app very clearly. even updations in cibil are done promptly. very convenient for me to check account details. in nut-shell the app has all the clarity a customer needs. i am a regular, taking loans for my ticket booking at makemytrip through kissht offer to me and make timely repayments. customer support executive i spoke to was well-informed and satisfied all my querry very well. wishing you all the best.","['very', 'nice', 'app', 'account', 'details', 'like', 'loans', 'and', 'emi', 'repayments', 'details', 'are', 'shown', 'in', 'the', 'app', 'very', 'clearly', 'even', 'updations', 'in', 'cibil', 'are', 'done', 'promptly', 'very', 'convenient', 'for', 'me', 'to', 'check', 'account', 'details', 'in', 'nut', 'shell', 'the', 'app', 'has', 'all', 'the', 'clarity', 'a', 'customer', 'needs', 'i', 'am', 'a', 'regular', 'taking', 'loans', 'for', 'my', 'ticket', 'booking', 'at', 'makemytrip', 'through', 'kissht', 'offer', 'to', 'me', 'and', 'make', 'timely', 'repayments', 'customer', 'support', 'executive', 'i', 'spoke', 'to', 'was', 'well', 'informed', 'and', 'satisfied', 'all', 'my', 'querry', 'very', 'well', 'wishing', 'you', 'all', 'the', 'best']","['account', 'details', 'loans', 'emi', 'repayments', 'details', 'updations', 'cibil', 'convenient', 'check', 'account', 'details', 'nut', 'clarity', 'customer', 'regular', 'loans', 'ticket', 'booking', 'makemytrip', 'offer', 'timely', 'repayments', 'customer', 'support', 'executive', 'spoke', 'informed', 'satisfied', 'querry', 'wishing']","['account', 'detail', 'loan', 'emi', 'repay', 'detail', 'updat', 'cibil', 'conveni', 'check', 'account', 'detail', 'nut', 'clariti', 'custom', 'regular', 'loan', 'ticket', 'book', 'makemytrip', 'offer', 'time', 'repay', 'custom', 'support', 'execut', 'spoke', 'inform', 'satisfi', 'querri', 'wish']","['account', 'detail', 'loan', 'emi', 'repayments', 'detail', 'updations', 'cibil', 'convenient', 'check', 'account', 'detail', 'nut', 'clarity', 'customer', 'regular', 'loan', 'ticket', 'book', 'makemytrip', 'offer', 'timely', 'repayments', 'customer', 'support', 'executive', 'speak', 'inform', 'satisfy', 'querry', 'wish']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",[5.0],positive,"['convenient', 'clarity', 'timely', 'support', 'satisfy']",5,[],0,5,positive,"['account', 'detail', 'loan', 'emi', 'repayments', 'detail', 'updations', 'cibil', 'check', 'account', 'detail', 'nut', 'customer', 'regular', 'loan', 'ticket', 'book', 'makemytrip', 'offer', 'repayments', 'customer', 'executive', 'speak', 'inform', 'querry', 'wish']"
615,"thanks to instamojo team, i had awesome experience with instamojo good support team and quick response. am using instamojo since 10months no issues found till date timely payout and friendly application. keep up the same support to every entrepreneurs of small & large scale business development. i wish to the instamojo entire team all the best, and happy to be a part of instamojo.","['thanks', 'to', 'instamojo', 'team', 'i', 'had', 'awesome', 'experience', 'with', 'instamojo', 'good', 'support', 'team', 'and', 'quick', 'response', 'am', 'using', 'instamojo', 'since', '10months', 'no', 'issues', 'found', 'till', 'date', 'timely', 'payout', 'and', 'friendly', 'application', 'keep', 'up', 'the', 'same', 'support', 'to', 'every', 'entrepreneurs', 'of', 'small', 'large', 'scale', 'business', 'development', 'i', 'wish', 'to', 'the', 'instamojo', 'entire', 'team', 'all', 'the', 'best', 'and', 'happy', 'to', 'be', 'a', 'part', 'of', 'instamojo']","['team', 'experience', 'support', 'team', 'response', '10months', 'issues', 'timely', 'payout', 'friendly', 'application', 'support', 'entrepreneurs', 'small', 'scale', 'business', 'development', 'entire', 'team']","['team', 'experi', 'support', 'team', 'respons', '10month', 'issu', 'time', 'payout', 'friend', 'applic', 'support', 'entrepreneur', 'small', 'scale', 'busi', 'develop', 'entir', 'team']","['team', 'experience', 'support', 'team', 'response', '10months', 'issue', 'timely', 'payout', 'friendly', 'application', 'support', 'entrepreneurs', 'small', 'scale', 'business', 'development', 'entire', 'team']","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[6.0],positive,"['support', 'timely', 'friendly', 'support']",4,['issue'],1,3,positive,"['team', 'experience', 'team', 'response', '10months', 'payout', 'application', 'entrepreneurs', 'small', 'scale', 'business', 'development', 'entire', 'team']"
616,best app for instant credit . instantly checks the eligibility and disburse the loan amount into your bank account . i uploaded the documents and within 1 min it gaved me the credit amount and directly transferred the amount to my bank account. easy to use app.,"['best', 'app', 'for', 'instant', 'credit', 'instantly', 'checks', 'the', 'eligibility', 'and', 'disburse', 'the', 'loan', 'amount', 'into', 'your', 'bank', 'account', 'i', 'uploaded', 'the', 'documents', 'and', 'within', '1', 'min', 'it', 'gaved', 'me', 'the', 'credit', 'amount', 'and', 'directly', 'transferred', 'the', 'amount', 'to', 'my', 'bank', 'account', 'easy', 'to', 'use', 'app']","['credit', 'instantly', 'checks', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'uploaded', 'documents', 'gaved', 'credit', 'amount', 'transferred', 'amount', 'bank', 'account']","['credit', 'instant', 'check', 'elig', 'disburs', 'amount', 'bank', 'account', 'upload', 'document', 'gave', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']","['credit', 'instantly', 'check', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'upload', 'document', 'gaved', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,['instantly'],1,[],0,1,positive,"['credit', 'check', 'eligibility', 'disburse', 'amount', 'bank', 'account', 'upload', 'document', 'gaved', 'credit', 'amount', 'transfer', 'amount', 'bank', 'account']"
617,well... they gave me 2500 rs of loan limit but not disubursed money they are telling reason of covid for now . need to wait untill completion of these pandemic situation.,"['well', 'they', 'gave', 'me', '2500', 'rs', 'of', 'loan', 'limit', 'but', 'not', 'disubursed', 'money', 'they', 'are', 'telling', 'reason', 'of', 'covid', 'for', 'now', 'need', 'to', 'wait', 'untill', 'completion', 'of', 'these', 'pandemic', 'situation']","['2500', 'rs', 'limit', 'disubursed', 'telling', 'reason', 'covid', 'wait', 'untill', 'completion', 'pandemic', 'situation']","['2500', 'rs', 'limit', 'disuburs', 'tell', 'reason', 'covid', 'wait', 'until', 'complet', 'pandem', 'situat']","['2500', 'rs', 'limit', 'disubursed', 'tell', 'reason', 'covid', 'wait', 'untill', 'completion', 'pandemic', 'situation']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,['limit'],1,-1,negative,"['2500', 'rs', 'disubursed', 'tell', 'reason', 'covid', 'wait', 'untill', 'completion', 'pandemic', 'situation']"
618,no words excellent app given me time in covid 19 situation . sorry for late payment due to pandemic situation.. thank you for your kind gesture thank you,"['no', 'words', 'excellent', 'app', 'given', 'me', 'time', 'in', 'covid', '19', 'situation', 'sorry', 'for', 'late', 'payment', 'due', 'to', 'pandemic', 'situation', 'thank', 'you', 'for', 'your', 'kind', 'gesture', 'thank', 'you']","['covid', '19', 'situation', 'payment', 'pandemic', 'situation', 'gesture']","['covid', '19', 'situat', 'payment', 'pandem', 'situat', 'gestur']","['covid', '19', 'situation', 'payment', 'pandemic', 'situation', 'gesture']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",[0.0],neutral,[],0,[],0,0,neutral,"['covid', '19', 'situation', 'payment', 'pandemic', 'situation', 'gesture']"
619,easy process and it helps me in critical situation but interest rate is little high but good application in bad situation,"['easy', 'process', 'and', 'it', 'helps', 'me', 'in', 'critical', 'situation', 'but', 'interest', 'rate', 'is', 'little', 'high', 'but', 'good', 'application', 'in', 'bad', 'situation']","['process', 'helps', 'critical', 'situation', 'interest', 'rate', 'application', 'situation']","['process', 'help', 'critic', 'situat', 'interest', 'rate', 'applic', 'situat']","['process', 'help', 'critical', 'situation', 'interest', 'rate', 'application', 'situation']","[0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",[3.0],positive,[],0,['critical'],1,-1,negative,"['process', 'help', 'situation', 'interest', 'rate', 'application', 'situation']"
620,very good app i hope that my loan will be approved  keep sharing very good app,"['very', 'good', 'app', 'i', 'hope', 'that', 'my', 'loan', 'will', 'be', 'approved', 'keep', 'sharing', 'very', 'good', 'app']","['hope', 'approved', 'sharing']","['hope', 'approv', 'share']","['hope', 'approve', 'share']","[2.0, 0.0, 1.0]",[3.0],positive,['approve'],1,[],0,1,positive,"['hope', 'share']"
621,my issue was solved good app good response by team....very good to use,"['my', 'issue', 'was', 'solved', 'good', 'app', 'good', 'response', 'by', 'team', 'very', 'good', 'to', 'use']","['issue', 'solved', 'response', 'team']","['issu', 'solv', 'respons', 'team']","['issue', 'solve', 'response', 'team']","[0.0, 1.0, 0.0, 0.0]",[1.0],positive,[],0,['issue'],1,-1,negative,"['solve', 'response', 'team']"
