,Sentiment,Comments,Afinn Sentiment,Bing Sentiment
588,1,"Excellent support from your loan team and collection team they remind to pay on time. Really a great experience. Everything was too smooth. When I was trying to get loan, Immediately I got the loan within a day after providing necessary documents. Its really appreciated to the services quality that you had provided us. Thanks Kissht Finance. You will have great future. Great app",positive,positive
589,1,"This app changing my earnings way, interest on deposit money is more than 3X rather than saving bank account interest. Total payment collected through QR code has settled by end of the day So this is very awesome platform to collect money through QR code",positive,neutral
590,1,This system made my job so Easy and I will stay with this system only. So secured and we'll managed ...if the withdrawls were next day pay out it would be awesome for everyone who wants to start their business with digital payments...,positive,positive
591,1,Awesome service and really impressive work here. Flexible tenure and easy repayment. Kissht team really extended their support for valued customers. Thank you Kissht team for your extraordinary support. I highly recommend this app as I am fully satisfied with this app.,positive,positive
592,1,"All types of money app supported. But some problems, this is not working properly, and let working. But very good. Fine and fantastic app.",positive,positive
593,1,"Great app , provides flexible loans in this pandemic situation,and kissht gave me Snooze option and extended my due date and also gave waiver on late payment penalties by charging a very small fee, kissht Customer service is working even during lockdown and giving timely assistance.",positive,positive
594,1,Nice app and very fast loan approved but I paid delayed only one day. They stopped my loan.. really I know that's my mistakes truly I forget to paid before due date.. still now they not unblock .. that's only minus... otherwise Good service,negative,negative
595,1,"This a nice app for the people who are in need of instant money. Though the processing fees and the interest rate is a bit high for 15 days duration, still, the process is fast and convenient.",positive,positive
596,1,"Yes! Kissht is a new technology platform that helps on-line shoppers split the cost of big purchases over 212m, easily and quickly with minimal paperwork and hassle.",positive,negative
597,1,Received 48 k within 5 minutes. The support team is very helpful and guided at each step... wonderful experience nice app,positive,positive
598,1,A brilliant way to get immediate payment a d settlement without any hidden cost.Thanks to the developers.,positive,positive
599,1,Must say the customer support is too good. They explain every aspect of the loan.,positive,positive
600,1,"I used your service only once. At the same time, I felt very beneficial from Philipcard. But that service of you was stopped. Don't know what was the reason. I have not yet found its serial. Neither from your company nor from Flipkart I would like. You should pay attention to this matter and this service is beneficial for many people.",neutral,positive
601,1,The best and helpful payment gateway service. Now I am just waiting for them to work with Wix. I love Instamojo. Keep it up team,neutral,neutral
602,1,Very good app. Interest is as bank rate. Loan disbursed within 3 to 5 days. I like it very much.,positive,neutral
603,0,"Worest exp, Cvd is part of my life, but they snd message we change flatform name as prefr credit,and send link also but wen I'm trying to install it show a msg like ""Error....please install mi credit"" . Strange is it will also not worked...,please help me how to install bcoz my previous loan is ready to close and need topop",negative,negative
604,1,This Is very good app in lone emergency lone thank u Rapidrupee,negative,negative
605,1,"I am not believe it the eapitrupee instant loan apps, thankyou,",neutral,neutral
606,1,"I have taken back 3 stars from my earlier review for the following reasons: initally I used to get a cash limit of 25000 and multiple repayment options, this was stopped and revolving credit line was started with very less credit amount and tenure of 15 days and today when I was need to cash for 3500 credit I am being charged 1110 as interest only for 15 days. Issue resolved",positive,negative
607,1,Best app for instant credit . Instantly checks the eligibility and disburse the loan amount into your bank account . I uploaded the documents and within 1 min it gaved me the credit amount and directly transferred the amount to my bank account. Easy to use app.,neutral,positive
608,1,"Very good app, whenever required money we can apply for loan, but due to lock down and corona got break down for emi payments other superb experience for getting loans repayment also.thanks,nice app..",neutral,negative
609,1,"Such a wonderful experience with this app. It's sanctioned the loan within a minutes and disbursed amount quickly within seconds. So, I recommend this app for anyone in their emergency situation.",neutral,neutral
610,1,BEST for a me i can sell my medical notes etc easily with easy payment options,neutral,neutral
611,1,Genuine app but loan amount approved very less May be because of first time...but not fake,neutral,positive
612,1,Nice instant Loan app & quick approve but interest is very high .,positive,positive
613,1,This good and nice for 30 days period I recommended this app,positive,positive
614,1,"Very nice app. Account details, like loans and EMI repayments details are shown in the app very clearly. Even updations in Cibil are done promptly. Very convenient for me to check account details. In nut-shell the app has all the clarity a customer needs. I am a regular, taking loans for my ticket booking at Makemytrip through KISSHT offer to me and make timely repayments. Customer Support Executive I spoke to was well-informed and satisfied all my querry very well. Wishing you all the best.",positive,positive
615,1,"Thanks To Instamojo Team, I had Awesome experience with instamojo good support team and quick response. Am using Instamojo since 10months no issues found till date timely payout and friendly application. Keep up the same support to every entrepreneurs of small & large scale business development. I wish to the Instamojo entire team all the best, And happy to be a part of instamojo.",positive,positive
616,1,Best app for instant credit . Instantly checks the eligibility and disburse the loan amount into your bank account . I uploaded the documents and within 1 min it gaved me the credit amount and directly transferred the amount to my bank account. Easy to use app.,neutral,positive
617,1,Well... They gave me 2500 Rs of loan limit but not disubursed money they are telling reason of covid for now . Need to wait untill completion of these pandemic situation.,neutral,negative
618,1,No words excellent app given me time in covid 19 situation . sorry for late payment due to pandemic situation.. thank you for your kind gesture thank you,neutral,neutral
619,1,Easy process and it helps me in critical situation but interest rate is little high but good application in bad situation,positive,negative
620,1,Very good app I hope that my loan will be approved  keep sharing very good app,positive,positive
621,1,My issue was solved good app good response by team....very good to use,positive,negative
622,1,"Best app ever ... I was in need of money very badly and money view is the best i would say , this is the second time i have taken small loan with them and the process is very easy and fast.. i applied for loan in the afternoon and got the amt credited in the evening ...thanks fot helping me ... Please reduce thr rate of interest if possible thats the only one concern i have",neutral,negative
623,1,Amount credited within 24 hours... Really amazing employees and bank .. and small suggestion please try to provide branch contact number otherwise It's very difficult contact with bank employees...,negative,negative
624,1,Very beautiful & safe app to the bussiness payment this is very good app I am happy download this app thanks to bharat pe for merchants,positive,positive
625,1,Please add west bengal in your circle for the xtraincome card. Many people here want to use the service for 1% cashback on every transaction.,neutral,positive
626,1,Is it only for merchant or even citizens can use it. And one more thing can we add credit card and transfer funds,neutral,neutral
627,1,It's excellent BharatPe app and I am very happy to use this app this app is very Easy and Fast.,neutral,neutral
628,1,"Its very simple and easy , I love this app to receive my payment for my course Thanks instamojo",neutral,neutral
629,1,Thanks sir for your birthday Dada please find you family yyyyy you yyyttt tt6uuu7yyypppoopx73x,neutral,neutral
630,1,Best app for lone fast aprovel and fast money in ur account,neutral,neutral
631,1,Just applied for loan.. Let's see my much time to get money...,neutral,neutral
632,1,Since last time before the lockdown I was using this app it was very help full and great experience and because of this pandemic situation and of the lockdown there was some problems I couldn't get my loan at that time Now it is bounced back with lots of good positivity to help the user in this crisis and I was happy to see that and I am very thankful to the kissht team to help us at this situation we can full fill our needs easily,positive,neutral
633,1,"If I talk particularly about this app, it helps me several times during tough needs. Quick disbursement makes it even more delightful. Overall good experience and never called too much for reminders which is annoying in cases of other apps. So it deserves 5 rating.",positive,positive
634,1,Very sorry to say this.. I got 1000 rs loan and I paid 1600 in 5 days. When I applied for second time my loan was denied. May I know the reason????,negative,negative
635,1,"This is app is very nice , Loan approve time is very fast.",neutral,positive
636,1,WOW ! ITS !! REALLY WORKED !! SMALL LOAN BUT RELIABLE,positive,positive
637,1,"Found this app useful. Had been using the app for sometime . Instant upload, verification and disbursement had helped to choose the app . I had been using the app for sometime. But during the lockdown the app had suddenly stopped . But after unlock they had started extending the loan which is welcome because during such time one may need emergency fund. The repayment follow up is too early and is unwelcome at times. The shopping option is also welcome overall .app is good and I recommend it",positive,negative
638,1,One of the best app I have ever used and processing is very smooth and satisfactory. It helped me a lot during the lockdown. I would recommend it on priority basis and yes thank you Kissht for helping me in emergency,positive,positive
639,1,This a very good application for for provide loan at any condition for anyone. I am so happy with this app and suggest everyone to try the app . No one may be disappointed with this app.,negative,negative
640,1,Very nice app really mujhe lock down time main bhi loan diya friends try this app very good very nice app,neutral,neutral
641,1,"Good behavior of the team , Communication of the team to customer is very good",neutral,neutral
642,1,"Very nice App , Real Friend in difficulties. I love its",positive,negative
643,1,"Very nice App , Real Friend in difficulties. I love its",positive,negative
644,1,Money View is awesome when i was searching for loan app every app was asking official Email Id I work in a Bpo sector and that Id we cannot use But Money view helped me within 2 days money was credited. I am very thankful to you. I had applied for moratorium as of my personal reason will request you as RBI has passed Circular for another 3 month extension please approve my request last month i did not got the option for Moratorium in the app and i have to pay the emi by taking loan from friend,positive,positive
645,1,Very best app Best app for instant credit . Instantly checks the eligibility and disburse the loan amount into your bank account . I uploaded the documents and within 1 min it gaved me the credit amount and directly transferred the amount to my bank account. Easy to use app.,neutral,positive
646,1,"Very nice app. Account details, like loans and EMI repayments details are shown in the app very clearly. Even updations in Cibil are done promptly. Very convenient for me to check account details. In nut-shell the app has all the clarity a customer needs. I am a regular, taking loans for my ticket booking at Makemytrip through KISSHT offer to me and make timely repayments. Customer Support Executive I spoke to was well-informed and satisfied all my querry very well. Wishing you",positive,positive
647,1,"Too Good for EMI & easy to use for all. Documentation process is too very easily...I myself was reluctant to use the app at first, But when I made the fast payment, The process succeeded very quickly, I will tell everyone that there will be no problem if you use this app, thanks kissht team",positive,neutral
648,1,"Documentation* is minimal. Mainly an Income Proof, Address Proof, Identity Proof and Bank Details,and They have a *Reminder system through SMS* about the coming ECS date. This is a good system as it is certainly possible that your account is not sufficiently funded on the ECS date. The sms comes 3-4... Full Review",neutral,neutral
649,1,Very good app for instant loan. I am very happy for this loan and I hope that it's very helpful in my future,positive,neutral
650,1,I think this app is real maybe but i just trying now i apply already still waiting money,neutral,neutral
651,1,This is very good app. This gives highly intrest amount upto 12%. I also take this opportunity.,positive,neutral
652,1,Excellent service provided by lendingkart executive (Kranti Goswami). Process done very smoothly and hassle free.,neutral,neutral
653,1,My lone is Approval but this app say me your Amount is credit your Account.4 hours working ..Rapid rupee give me lone summary...hence iam very unhappy...What is reasons tell me..Thanks...,neutral,positive
654,1,Nice aap used without any bugs ....any one can apply for the instant loan ..,neutral,negative
655,1,Awesome. I love this. Its very useful for me and my business.,neutral,neutral
656,1,Real one.. 12% interest per annum.. such a wonder app ever..,positive,neutral
657,1,The only trusted app for loan when really need. I got twice chance here without any investigation of extra photo copy of documents. It is the ladder of God to me. Timely repayment explore the possibility of 2nd time loan within a second.,positive,positive
658,1,"Beast service , but now i am not understanding why you rejected my loan . Showing msg you are not eligible . Every time i have done my payment on time.",negative,negative
659,1,Good app giving money 62 day I am 3 time taking money and low low interest . Very good application,positive,neutral
660,1,"One of best micro loan provider app. Really quick and simple steps to submit your data, awesome.",neutral,neutral
661,1,Money has been debited from my account and in app it shows payment pending...please call,neutral,neutral
662,0,My loan has n't been approved yet.still I m giving 5 star,neutral,positive
663,1,Very good and easy to apply among other online aaps. Thanks Team.,neutral,neutral
664,1,"This app is great app for loan only in 2 min. My experience is greatful. Thanks for kissht app. I have no words for this app. Superb app, without any extra charges. It may transfer the money just as submit the application. Love you.",neutral,neutral
665,1,Its outstanding app giving loan very easily interest rate is high but overall its good love it,positive,positive
666,1,Good app i want money in bad time of lockdown and its done wow!!!!!!!!!!!!!!!!!!!!!!!!!!,positive,positive
667,1,Very good and clean app for emergency use during a fight against covid19,negative,neutral
668,1,veey good app it has been help in your any time,positive,neutral
669,1,It is very very best app I ever seen before. It is so help me in my tuff time. And when I contacted the team for this they are very cooperative. This is my 5th loan I have taken. Thank you FAST CASH. Some apps taking processing fee for loan. But fast cash is can't. Very easy paper less instant appro...,positive,positive
670,1,"Kissht has helped me before lockdown and during lockdown , whereas other loan application haven't done so .I m very happy with kisst and would recommend all and kissht was allways there for me in all the times and even after lockdown. Very happy with its service.",positive,positive
671,1,During this lockdown it really helps a lot. Although service was unavailable for some days but now working properly. Convenience fee is high somehow. If it decreases it it will really help a lots of people.,positive,positive
672,1,Really amazing app. It helped me when i needed money on urgent basis. Really thank you. It took only half second to credit after completing very simple formailities. Thank you so much.,positive,negative
673,1,I really appreciate their loans scheme towards small businesses and best rate of interest for fixed deposits.I am happy being a bharatpe customer .,positive,neutral
674,1,Its really nice and very good i really appreciate this app thank you all deepak here,neutral,neutral
675,1,Nice app good working app awesome fast Money credit BANK account awesome,neutral,neutral
676,1,Is very good application fast submit loan and discourse fast yes,neutral,neutral
677,1,Very nice app to me  and it's very usefull to immidiate payments like creditcard or emis and easy to get the cash with the very clear information the given time also very reason comparing with the other apps .. the amount was increased last month but this time it's shown less than the last month why it's happened  I don't think sooo,positive,neutral
678,1,I'm very happy and satisfied with their service the most attractive thing I like of this is very fast dispersal and in a very efficient way. I love their app and service... Thank you Kissht.,positive,positive
679,1,It is good app to get instant loan for any type of loan I get it. So plzz download the app and get easy way to get loan,neutral,neutral
680,1,I am using this app is very good But doesn't working is found is problem interest AC,positive,neutral
681,1,Super app i feeling very happy Rapid Rupee super app 10 mits i get tha amount ....,neutral,positive
682,1,I am using this app from 2 month but didn't unlock my loan offer.why,neutral,neutral
683,1,Very usefull and friendly app And also reverts get more to your expectations....,positive,neutral
684,1,An easy to use app for loan application. With low emi options its been easy to proceed with the loan application.,neutral,neutral
685,1,"Very nice small loan application, but i notice one promblem, every time documents upload . Why??",neutral,neutral
686,1,"Very useful aap that I m thinking this wil help us right time ,,thanks",positive,neutral
687,1,Excellent app for easy money in the critical time thank u,neutral,negative
688,1,"Dear stashfin ,I am 100% satisfied with you ,I took loan of 1000 before lockdown it was already 80+over due the late payment is going to be double, but I never got call and harrass by your agent , finally I got message and link from your stashfin that our collection agency has reduced your amount and I click the link today and I made a payment of 1250 but late payment is still showing, please do needful you can for that..thank you..",neutral,positive
689,1,"Yes to download. First of all i appreciate rapid rupee, u are working in this pandemic situation where no one doing this type of job. Awesome application with a simple UI. The procedure set up to get a loan is simple. With aadhar, pan you can get cash in your account in a couple of minutes. The best part is quick disbursement, it's very useful for needy peoples. Thanks Rapid Rupee Keep growing",negative,neutral
690,1,"Excellent support from your loan team and collection team they remind to pay on time. Really a great experience. Everything was too smooth. When I was trying to get loan, Immediately I got the loan within a day after providing necessary documents. Its really appreciated to the services quality that ...",positive,positive
691,1,"Excellent and hassle free service. Best thing is customer care executives, faced a problem, got in touch with an executive shalini and my problem was solved in minutes.",positive,negative
692,1,Good app it's working I give five stars I like This app Thanks app,neutral,neutral
693,1,Really good app but amount low pls help high credit for approval,positive,positive
694,1,Right now working good when i update app. Its vary good app.,neutral,neutral
695,1,Very nice app I applay three times but norespansple why do know,neutral,neutral
696,1,Ill try 2 fast time this app so dont have ideae,neutral,neutral
697,1,Its very good and simple for emergency small loan app thanks,negative,negative
698,1,"Loanwalle Its one of the best application, I have always had a fantastic experience, I would like to refer this application to those who are looking for quick disbursement and good supportive team, the entire process was very professional and fast, the loan application process was very smooth, the entire team very professional,Polite &supportive, due to covide-19 another loan companies stopped their disbursement but loanwalle disbursed loan within 30min,Thanks a lot to all loanwalle team.",positive,positive
699,1,"Company process is very good. Loan disbursement is very fast. All employees are very polite and supportive. In this Covid-19 situation also company is providing loans that none other nbfc are doing right now. Digital process with less documentation is unique and for emergency you can always count on loanwalle. As per my view, Loanwalle is the best payday nbfc company in India right now. Best of luck and keep rocking Indian fintech industry.",positive,positive
700,1,This is really a amazing app in terms of payday loan. Got loan disbursed in less than 30 minutes in my account . Faster then Pizza Delivery. Very simple and easy process applying loan. So i suggest everyone try this app . This is very useful app. Staff is very good polite and understanding. Thanks you so much Team loanwalle. Best of luck. Keep it up Good Going.,positive,positive
701,1,It's a great app the process is so fast money in acc in no time. My suggestion is instead of 15 days tenure make it a 30 days tenure it will help a lot n can suggest ppl as well. I was waiting for your service to resume as soon as u started serving I availed it. Thanks for the offer n pls increase p...,positive,neutral
702,1,"One of the best application to provide instant loan less the 30 minutes, even faster then pizza delivery. I like to share my experience those who need instant money in this pandemic situation Very simple and easy process to apply loan and Disbursement is very quick I like to thanks all Loanwalle team and management for their help and good service",positive,positive
703,1,"29/06/20 This is really awesome and great app...easy to use... I had great experienced with loanwalle..! Excellent services and very polite staff. Truely stated with their logo i.e loan in 30 min. I got my loan approved and disburseb within 30 min. like Pizza delivery. In this pandemic situation, this company helps me alot. Thanks to loanwalle and their team....",positive,positive
704,1,Loanwalle app is one of the best application to get instant loan Applying for loan will be so easy I never expected that. I really had a awesome and briliant experience from loanwalle Staff guide you too politely and everything step by step. Great application to get loan in 30 min (Really faster than a pizza delivery),neutral,positive
705,1,"Very nice app really..... It is very helpfull in emergency time we get loan fast.. very fast service.. i really impressed with this app.. No wastege of time , no delaying , no site hang , Only just download the app and use it for take a loan fast to fast. .. Thanks team loanwalle",neutral,negative
706,1,This is very good working and excellent helpful app for loan and very less documents and easily aproved and money will be disbursed just in few minutes. They gave loan anytime anywhere and u will got money very safe and secure and very useful all data will b safe and secure 100% trusted app,positive,positive
707,1,"Its a very awsome app to take loan in minutes.As they show in there logo they really proof it true "" getting loan faster than pizza delivery"". They are providing loan in just maximum 30 minutes. They are helping in this covid situations also. Just amazing loanwalle. Thanks.",positive,positive
708,1,"I had great experienced with loanwalle....!! Excellent services and very polite staff. Truely stated with their logo i.e loan in 30 min.I got my loan approved and disburseb within 30 min. like Pizza delivery.In this pandemic situation,this company helps me alot. Thanks to loanwalle and their team.....",positive,positive
709,1,"Loanwalle is an incredible app, I'm surprised to see instant loan provided from them, that too within half-hour. I had an excellent experience with loanwalle team, I appreciate the team for such great service and I recommend my family, friends and colleagues. Bravo loanwalle keep going.",positive,positive
710,1,positive : Loanwalle is really faster than pizza service. This is the Indias no 1 Compony for Instant loan. It's so simple to apply. And after apply in 30 miniutes you will got loan. All Staff are so supportive and wonderful. And service is great.,positive,positive
711,1,First time I experienced something called hassle free loan. Easy to apply. Very quick response. Awesome customer handling team. Before this I always think that taking loan is very difficult process but after using this app my viewpoint get totally changed. Thanks you loanwalle.,negative,negative
712,1,"For short term loan, this is the best app. Easy way to apply and get loan in account whithin 30minut. I suggest that everyone should download this app and try this. Loanwalle staff are very supportive and polite. That's why I m giving 5",positive,positive
713,1,Best ever app I have seen of Instant loan Loanwalle says they will provide loan in 30 mins and that is 110% true They are disbursing the loan amount in max to max 30 mins Really incredible application for instant loan,positive,positive
714,1,By name itself company is famous for providing instant loans. I have very very good experience with the team which they sanction my loan. Very very professional and respected persons. I also refer to my colleges to go for loanwalle.,positive,positive
715,1,"It's one of the finest app for short term loan, I have ever found, smooth application process and fast, best customer support, and very cooperative staff, easy steps to apply, one must try it, loan gets disbursed in 30 minutes..",positive,positive
716,1,Loanwalle is really Faster than pizza service.this is the India's no 1 company for pay loan it's simple to apply and less documentation and after apply in 30 min you will got loan.all staff are so supportive and polite.,positive,positive
717,1,"I amazed Loanwalle APP is very convenient and user friendly and creative look and feel, 30 minutes loan disbursement is very helpful those who really need money in this pandemic situation, hats off Loanwalle team and management. Thanks",positive,positive
718,1,This app is superfast. Disbursed loan within 30 minutes n excutives r very professionaly n politely dealing with customer. I will recommended people's who need loan urgent basis they gives services 24 hrs. Extremely excellent service.,positive,neutral
719,1,NO 1 app in payday loans. Got loan in account in just 30 minutes. Very simple and easy process for applying loan. I suggest everyone try this app .All staff are too good and polite.,positive,positive
720,1,It is such an amazing application.i am using this app From 1year no doubt it helps me a lot. This app provides loan easily and with out any issues. So download this application now.,positive,negative
721,1,Download the app very useful for the money problem and very easy process for the personal loan easy disbursement in just a pizza delivery in30 minutes thanks for a loanwalle company and team.,neutral,neutral
722,1,This is probably the best application when it comes to instant loans. It always gets my instant loans approved in minutes only. Iam very happy with the speedy service of this loan app.,neutral,positive
723,1,Amazing application and also their customer service all loan walle and Management are helpful and first disbursement within 30 minutes i am so happy i would like to say just try it,neutral,neutral
724,1,"Loanwalle app is excellent and provide instant Loan. The process is very simple and easy, All staff members are polite and supportive. 30 minutes Loan disbursement Is amazing feature,thanks to loanwalle.",positive,positive
725,1,No 1 app from Delhi covering almost all the cities of pan India quickly disbursement of lloan in 30 minutes grt experience excellent management and helpful staff will recommend to everyone,positive,neutral
726,1,Wonderful app.. Great team work .. provide loan with in 30mins ... faster than Pizza..India No. 1 company for emergency loan... Thanks loanwalle.con for your support and great service .,neutral,positive
727,1,"Came across this app while i was searching for a personal loan.The service is very good and quick,got loan in 30 min.""Good services and quick disbursements""",neutral,neutral
728,1,Very good app for salaried employee. Quick loan with faster than fizza. I am very happy to take loan from there Staff also helpful and polite.,positive,positive
729,1,"I am a Author and have been using it for the last several days, which is a very good app. A Lots of Thanks Bharatpe.",neutral,neutral
730,1,Awesome App...I loved it If we repaid loan on time ..they will give more opportunity of loans and other benificial features... Thank you RapidRupee,positive,positive
731,1,Amazing!!!!! Very Nice app... Quick response infact loan amount disbursed within 30 minutes. Good Experience. Thanks Loanwalle for helping me in this crisis.,negative,negative
732,1,Really Loved it. I think it is best app in India for accepting money for selling physical and digital products online.,positive,positive
733,1,I get immediately in this app but interest rate pls make less then we can use this app with happy,positive,neutral
734,1,"Excellent application for instant need. They complete the entire process within 30 minutes, 5 stars for the whole team.",neutral,neutral
735,1,Big loan for best app... I get 50000 loan amount in my bank account. Thanks leandingkart,neutral,neutral
736,1,It is very useful app to all the users who need loan in Very urgently.,neutral,neutral
737,1,Very nice and amazing app for the one who is in deep need of money,neutral,neutral
738,1,"Excellent service, received loan in 30 mins as promised in companies ad.",positive,positive
739,1,Gd app fast aproved very nice I'm so happy in this app,neutral,neutral
740,1,"Positive :Quality, professionalism, supportive, best service. LOANWALLE is so Supportive best compony for Instant loan. I have taken 3 times loan And Always getting loan in 30 miniutes. But this time because of corona I Could not Pay Loan on Time but compony Never harras me and give me best support and mohit is really a wonder guy really his Behavior Is so so so nice. I could not Pay on time So Also My panel intrest Increased. But compony really so so so amazing Compony understood",positive,positive
741,1,"Loanwalle is great application to take instantly and hassle free loan. I am there repeat customer from 3-4 times and they always helped me alot while giving new loan and while taking repayment.specially Mansi mam credit manger she took my payment and helped me in taking new loan also with less documents and even her shift is not at this time, she is always available to fulfil customer needs.And neha mam also cooperative and provide me loan instantly. Thanks to loanwalle team ....keep it up.",positive,positive
742,1,Very Good and fast service i received always. Understand the value of time always. Thanks to Priyanka Kumari she always help me to disbursement my loan very fast and explain the loan plan very well and polietly Thanks All Team Members for proper follow-up and polite always for payment reminder and for helping me always.. Thanks All And God Bless you All.,positive,positive
743,1,"Positive:loanwalle is. Best gaster than  services.loan disburse in 30 minutes.great services.i will suggest to my colleague amd friends if theu need instant loan.i want to give special thanke to Mohit really his behaviors so nice.all Time got loan in 30 minutes.. really a wonderful company for instant loan.thanks for help loamwalle.,",positive,positive
744,1,Am using their loan service since last 1 year all employees are very co-operative and most important process is very easy fast approval and quick disbursal . good job keep it up,positive,positive
745,1,It was really good experience. Neha mam as a credit manager and disbursal team did extremely good job and provide me loan within half an hour. Thanks team,neutral,neutral
746,1,Very used app don't think nagetive this app 100% secure app and very high retruns of 12% other than daily income and loan facility available.,positive,positive
747,1,Very much reliable app. No issues while receiving payments and in case if any goes pending they settle very next day,positive,neutral
748,1,I am greatful to this app they are really quick and Pranav helped process this very very soon good team,positive,neutral
749,1,No 1 short term loan compay.itvl helped me crutial time a lot. Staff are too good and supportive,positive,positive
750,1,There is no option to send money from bharatpe balance ..it shows other UPI apps for transfer,neutral,neutral
751,1,This app is too good if everyone want loan so u can use this app,neutral,neutral
752,1,It was pleasure working with Pranav. Disrubal was so quick. Overall experience was great.,positive,positive
753,1,I tried so many times but application rejecting my score is also good,negative,negative
754,1,Good But Sometimes it slow down when i open interest account,positive,negative
